Biomarker_1,Biomarker_2,Biomarker_3,Biomarker_4,AUC,Sensitivity,Specificity,NPV,PPV,Best_Threshold
MMP9_AGRIN,PERM_TIMP-2,ADIPOQ_HSPB1,TIMP-2_MMP9,0.9696,1.0,0.56,1.0,0.69444,0.0101
HSPB1_MMP9,PERM_HSPB1,ADIPOQ_MMP9,AGRIN_TIMP-2,0.9696,1.0,0.4,1.0,0.625,0.0101
HSPB1_MMP9,ADIPOQ_MMP9,TIMP-2_HSPB1,AGRIN_TIMP-2,0.9696,1.0,0.4,1.0,0.625,0.0101
HSPB1_TIMP-2,PERM_AGRIN,ADIPOQ_HSPB1,TIMP-2_MMP9,0.9696,1.0,0.6,1.0,0.71429,0.0101
PERM_MMP9,ADIPOQ_HSPB1,TIMP-2_MMP9,AGRIN_HSPB1,0.9696,1.0,0.56,1.0,0.69444,0.0101
PERM_HSPB1,ADIPOQ_AGRIN,TIMP-2_MMP9,AGRIN_HSPB1,0.9696,1.0,0.52,1.0,0.67568,0.0101
PERM_AGRIN,ADIPOQ_MMP9,TIMP-2_MMP9,AGRIN_HSPB1,0.9696,1.0,0.6,1.0,0.71429,0.0101
MMP9_TIMP-2,HSPB1_TIMP-2,ADIPOQ_KPYM,TIMP-2_KPYM,0.96955,1.0,0.34615,1.0,0.58537,0.0101
MMP9_TIMP-2,HSPB1_AGRIN,ADIPOQ_KPYM,AGRIN_KPYM,0.96955,1.0,0.30769,1.0,0.57143,0.0101
MMP9_TIMP-2,HSPB1_KPYM,PERM_KPYM,ADIPOQ_TIMP-2,0.96955,1.0,0.11538,1.0,0.51064,0.0101
MMP9_TIMP-2,HSPB1_KPYM,ADIPOQ_PERM,TIMP-2_KPYM,0.96955,1.0,0.26923,1.0,0.55814,0.0101
MMP9_TIMP-2,HSPB1_KPYM,ADIPOQ_KPYM,TIMP-2_KPYM,0.96955,1.0,0.26923,1.0,0.55814,0.0101
MMP9_TIMP-2,PERM_AGRIN,ADIPOQ_KPYM,TIMP-2_MMP9,0.96955,1.0,0.46154,1.0,0.63158,0.0101
MMP9_TIMP-2,PERM_KPYM,ADIPOQ_PERM,AGRIN_MMP9,0.96955,1.0,0.26923,1.0,0.55814,0.0101
HSPB1_MMP9,ADIPOQ_MMP9,AGRIN_TIMP-2,KPYM_TIMP-2,0.96955,1.0,0.30769,1.0,0.57143,0.0101
HSPB1_PERM,PERM_MMP9,ADIPOQ_MMP9,KPYM_TIMP-2,0.96955,1.0,0.30769,1.0,0.57143,0.0101
HSPB1_TIMP-2,ADIPOQ_MMP9,TIMP-2_MMP9,KPYM_PERM,0.96955,1.0,0.65385,1.0,0.72727,0.0101
PERM_TIMP-2,ADIPOQ_KPYM,TIMP-2_MMP9,AGRIN_PERM,0.96955,1.0,0.5,1.0,0.64865,0.0101
PERM_TIMP-2,ADIPOQ_KPYM,TIMP-2_MMP9,KPYM_PERM,0.96955,1.0,0.5,1.0,0.64865,0.0101
MMP9_ADIPOQ,ADIPOQ_TIMP-2,TIMP-2_MMP9,,0.9694,1.0,0.55556,1.0,0.65714,0.0101
MMP9_ADIPOQ,TIMP-2_MMP9,AGRIN_MMP9,,0.9694,1.0,0.51852,1.0,0.63889,0.0101
MMP9_TIMP-2,HSPB1_AGRIN,TIMP-2_ADIPOQ,,0.9694,1.0,0.44444,1.0,0.60526,0.0101
MMP9_PERM,PERM_ADIPOQ,TIMP-2_MMP9,AGRIN_MMP9,0.9694,1.0,0.51852,1.0,0.63889,0.0101
MMP9_ADIPOQ,PERM_ADIPOQ,TIMP-2_MMP9,AGRIN_MMP9,0.9694,1.0,0.51852,1.0,0.63889,0.0101
MMP9_ADIPOQ,ADIPOQ_MMP9,TIMP-2_ADIPOQ,AGRIN_MMP9,0.9694,1.0,0.33333,1.0,0.56098,0.0101
MMP9_ADIPOQ,ADIPOQ_PERM,TIMP-2_MMP9,AGRIN_MMP9,0.9694,1.0,0.51852,1.0,0.63889,0.0101
MMP9_TIMP-2,HSPB1_PERM,PERM_ADIPOQ,AGRIN_TIMP-2,0.9694,1.0,0.55556,1.0,0.65714,0.0101
MMP9_TIMP-2,HSPB1_ADIPOQ,PERM_AGRIN,ADIPOQ_PERM,0.9694,1.0,0.40741,1.0,0.58974,0.0101
MMP9_TIMP-2,HSPB1_ADIPOQ,ADIPOQ_AGRIN,TIMP-2_ADIPOQ,0.9694,1.0,0.33333,1.0,0.56098,0.0101
MMP9_TIMP-2,HSPB1_TIMP-2,TIMP-2_ADIPOQ,AGRIN_TIMP-2,0.9694,1.0,0.44444,1.0,0.60526,0.0101
MMP9_TIMP-2,HSPB1_AGRIN,PERM_TIMP-2,TIMP-2_ADIPOQ,0.9694,1.0,0.44444,1.0,0.60526,0.0101
MMP9_TIMP-2,ADIPOQ_MMP9,TIMP-2_ADIPOQ,AGRIN_MMP9,0.9694,1.0,0.40741,1.0,0.58974,0.0101
MMP9_AGRIN,ADIPOQ_MMP9,TIMP-2_ADIPOQ,AGRIN_TIMP-2,0.9694,1.0,0.48148,1.0,0.62162,0.0101
PERM_ADIPOQ,ADIPOQ_PERM,TIMP-2_MMP9,AGRIN_MMP9,0.9694,1.0,0.51852,1.0,0.63889,0.0101
PERM_TIMP-2,ADIPOQ_MMP9,TIMP-2_ADIPOQ,AGRIN_ADIPOQ,0.9694,1.0,0.40741,1.0,0.58974,0.0101
MMP9_TIMP-2,HSPB1_PERM,PERM_AGRIN,ADIPOQ_MMP9,0.96923,1.0,0.26923,1.0,0.56818,0.0101
MMP9_TIMP-2,HSPB1_AGRIN,PERM_HSPB1,ADIPOQ_HSPB1,0.96923,1.0,0.38462,1.0,0.60976,0.0101
MMP9_TIMP-2,HSPB1_AGRIN,ADIPOQ_HSPB1,TIMP-2_PERM,0.96923,1.0,0.42308,1.0,0.625,0.0101
MMP9_TIMP-2,HSPB1_AGRIN,ADIPOQ_HSPB1,AGRIN_TIMP-2,0.96923,1.0,0.26923,1.0,0.56818,0.0101
MMP9_TIMP-2,PERM_TIMP-2,ADIPOQ_HSPB1,TIMP-2_PERM,0.96923,1.0,0.5,1.0,0.65789,0.0101
MMP9_TIMP-2,PERM_AGRIN,ADIPOQ_PERM,AGRIN_HSPB1,0.96923,1.0,0.38462,1.0,0.60976,0.0101
HSPB1_MMP9,ADIPOQ_MMP9,TIMP-2_MMP9,AGRIN_MMP9,0.96923,1.0,0.65385,1.0,0.73529,0.0101
MMP9_ADIPOQ,PERM_ADIPOQ,ADIPOQ_PERM,KPYM_TIMP-2,0.96916,1.0,0.35714,1.0,0.55,0.0101
MMP9_ADIPOQ,ADIPOQ_PERM,TIMP-2_ADIPOQ,KPYM_TIMP-2,0.96916,1.0,0.42857,1.0,0.57895,0.0101
MMP9_ADIPOQ,ADIPOQ_AGRIN,TIMP-2_ADIPOQ,KPYM_ADIPOQ,0.96916,1.0,0.32143,1.0,0.53659,0.0101
MMP9_ADIPOQ,TIMP-2_ADIPOQ,AGRIN_PERM,KPYM_ADIPOQ,0.96916,1.0,0.35714,1.0,0.55,0.0101
MMP9_KPYM,ADIPOQ_PERM,TIMP-2_KPYM,,0.96914,1.0,0.37037,1.0,0.58537,0.0101
ADIPOQ_PERM,TIMP-2_MMP9,KPYM_MMP9,,0.96914,1.0,0.62963,1.0,0.70588,0.0101
MMP9_PERM,PERM_KPYM,ADIPOQ_TIMP-2,TIMP-2_PERM,0.96914,1.0,0.55556,1.0,0.66667,0.0101
MMP9_PERM,PERM_KPYM,ADIPOQ_AGRIN,TIMP-2_PERM,0.96914,1.0,0.48148,1.0,0.63158,0.0101
MMP9_TIMP-2,PERM_AGRIN,ADIPOQ_KPYM,AGRIN_PERM,0.96914,1.0,0.59259,1.0,0.68571,0.0101
MMP9_TIMP-2,PERM_KPYM,ADIPOQ_PERM,AGRIN_PERM,0.96914,1.0,0.25926,1.0,0.54545,0.0101
MMP9_KPYM,PERM_AGRIN,ADIPOQ_PERM,TIMP-2_KPYM,0.96914,1.0,0.37037,1.0,0.58537,0.0101
MMP9_KPYM,PERM_AGRIN,ADIPOQ_KPYM,TIMP-2_KPYM,0.96914,1.0,0.44444,1.0,0.61538,0.0101
MMP9_KPYM,PERM_KPYM,ADIPOQ_PERM,TIMP-2_KPYM,0.96914,1.0,0.37037,1.0,0.58537,0.0101
MMP9_KPYM,ADIPOQ_KPYM,TIMP-2_KPYM,KPYM_PERM,0.96914,1.0,0.48148,1.0,0.63158,0.0101
PERM_MMP9,ADIPOQ_MMP9,TIMP-2_MMP9,KPYM_MMP9,0.96914,1.0,0.66667,1.0,0.72727,0.0101
PERM_MMP9,ADIPOQ_PERM,TIMP-2_MMP9,KPYM_PERM,0.96914,1.0,0.51852,1.0,0.64865,0.0101
PERM_MMP9,ADIPOQ_TIMP-2,TIMP-2_MMP9,KPYM_PERM,0.96914,1.0,0.59259,1.0,0.68571,0.0101
ADIPOQ_PERM,TIMP-2_MMP9,AGRIN_MMP9,KPYM_PERM,0.96914,1.0,0.51852,1.0,0.64865,0.0101
MMP9_HSPB1,HSPB1_TIMP-2,TIMP-2_MMP9,KPYM_ADIPOQ,0.96909,1.0,0.56,1.0,0.66667,0.0101
MMP9_HSPB1,ADIPOQ_MMP9,TIMP-2_ADIPOQ,KPYM_TIMP-2,0.96909,1.0,0.52,1.0,0.64706,0.0101
MMP9_HSPB1,TIMP-2_MMP9,AGRIN_ADIPOQ,KPYM_AGRIN,0.96909,1.0,0.52,1.0,0.64706,0.0101
MMP9_ADIPOQ,HSPB1_KPYM,ADIPOQ_HSPB1,TIMP-2_HSPB1,0.96909,1.0,0.4,1.0,0.59459,0.0101
MMP9_ADIPOQ,TIMP-2_MMP9,AGRIN_HSPB1,KPYM_AGRIN,0.96909,1.0,0.56,1.0,0.66667,0.0101
MMP9_TIMP-2,HSPB1_MMP9,TIMP-2_ADIPOQ,KPYM_HSPB1,0.96909,1.0,0.48,1.0,0.62857,0.0101
MMP9_TIMP-2,HSPB1_MMP9,TIMP-2_KPYM,AGRIN_ADIPOQ,0.96909,1.0,0.32,1.0,0.5641,0.0101
MMP9_TIMP-2,HSPB1_ADIPOQ,PERM_MMP9,ADIPOQ_KPYM,0.96909,1.0,0.2,1.0,0.52381,0.0101
MMP9_TIMP-2,HSPB1_ADIPOQ,PERM_MMP9,TIMP-2_KPYM,0.96909,1.0,0.36,1.0,0.57895,0.0101
MMP9_TIMP-2,HSPB1_ADIPOQ,PERM_HSPB1,ADIPOQ_KPYM,0.96909,1.0,0.24,1.0,0.53659,0.0101
MMP9_TIMP-2,HSPB1_ADIPOQ,TIMP-2_KPYM,KPYM_MMP9,0.96909,1.0,0.32,1.0,0.5641,0.0101
MMP9_TIMP-2,HSPB1_ADIPOQ,TIMP-2_KPYM,KPYM_HSPB1,0.96909,1.0,0.24,1.0,0.53659,0.0101
MMP9_TIMP-2,HSPB1_KPYM,TIMP-2_ADIPOQ,KPYM_MMP9,0.96909,1.0,0.44,1.0,0.61111,0.0101
MMP9_TIMP-2,PERM_MMP9,TIMP-2_ADIPOQ,KPYM_HSPB1,0.96909,1.0,0.4,1.0,0.59459,0.0101
MMP9_TIMP-2,PERM_HSPB1,TIMP-2_MMP9,KPYM_ADIPOQ,0.96909,1.0,0.56,1.0,0.66667,0.0101
MMP9_TIMP-2,ADIPOQ_HSPB1,TIMP-2_MMP9,KPYM_ADIPOQ,0.96909,1.0,0.56,1.0,0.66667,0.0101
MMP9_TIMP-2,ADIPOQ_KPYM,TIMP-2_ADIPOQ,AGRIN_HSPB1,0.96909,1.0,0.44,1.0,0.61111,0.0101
MMP9_KPYM,HSPB1_MMP9,TIMP-2_ADIPOQ,AGRIN_TIMP-2,0.96909,1.0,0.32,1.0,0.5641,0.0101
MMP9_KPYM,HSPB1_ADIPOQ,ADIPOQ_HSPB1,TIMP-2_KPYM,0.96909,1.0,0.4,1.0,0.59459,0.0101
MMP9_KPYM,HSPB1_ADIPOQ,TIMP-2_MMP9,AGRIN_MMP9,0.96909,1.0,0.52,1.0,0.64706,0.0101
HSPB1_MMP9,PERM_HSPB1,AGRIN_ADIPOQ,KPYM_TIMP-2,0.96909,1.0,0.28,1.0,0.55,0.0101
HSPB1_MMP9,PERM_KPYM,TIMP-2_MMP9,KPYM_ADIPOQ,0.96909,1.0,0.52,1.0,0.64706,0.0101
HSPB1_MMP9,TIMP-2_HSPB1,AGRIN_TIMP-2,KPYM_ADIPOQ,0.96909,1.0,0.32,1.0,0.5641,0.0101
HSPB1_MMP9,TIMP-2_KPYM,AGRIN_TIMP-2,KPYM_ADIPOQ,0.96909,1.0,0.28,1.0,0.55,0.0101
HSPB1_PERM,TIMP-2_MMP9,AGRIN_ADIPOQ,KPYM_HSPB1,0.96909,1.0,0.56,1.0,0.66667,0.0101
HSPB1_ADIPOQ,PERM_AGRIN,TIMP-2_MMP9,KPYM_HSPB1,0.96909,1.0,0.56,1.0,0.66667,0.0101
HSPB1_ADIPOQ,ADIPOQ_MMP9,AGRIN_HSPB1,KPYM_TIMP-2,0.96909,1.0,0.32,1.0,0.5641,0.0101
HSPB1_ADIPOQ,ADIPOQ_KPYM,TIMP-2_MMP9,AGRIN_MMP9,0.96909,1.0,0.52,1.0,0.64706,0.0101
HSPB1_TIMP-2,PERM_HSPB1,TIMP-2_MMP9,KPYM_ADIPOQ,0.96909,1.0,0.56,1.0,0.66667,0.0101
HSPB1_TIMP-2,PERM_KPYM,TIMP-2_MMP9,AGRIN_ADIPOQ,0.96909,1.0,0.56,1.0,0.66667,0.0101
HSPB1_TIMP-2,PERM_KPYM,TIMP-2_MMP9,KPYM_ADIPOQ,0.96909,1.0,0.56,1.0,0.66667,0.0101
HSPB1_TIMP-2,ADIPOQ_KPYM,TIMP-2_MMP9,KPYM_ADIPOQ,0.96909,1.0,0.52,1.0,0.64706,0.0101
HSPB1_TIMP-2,TIMP-2_MMP9,AGRIN_KPYM,KPYM_ADIPOQ,0.96909,1.0,0.52,1.0,0.64706,0.0101
HSPB1_KPYM,PERM_ADIPOQ,TIMP-2_MMP9,AGRIN_MMP9,0.96909,1.0,0.52,1.0,0.64706,0.0101
HSPB1_KPYM,ADIPOQ_MMP9,TIMP-2_ADIPOQ,KPYM_TIMP-2,0.96909,1.0,0.52,1.0,0.64706,0.0101
PERM_MMP9,ADIPOQ_HSPB1,TIMP-2_PERM,KPYM_ADIPOQ,0.96909,1.0,0.56,1.0,0.66667,0.0101
PERM_HSPB1,ADIPOQ_MMP9,TIMP-2_ADIPOQ,KPYM_TIMP-2,0.96909,1.0,0.52,1.0,0.64706,0.0101
PERM_HSPB1,TIMP-2_MMP9,AGRIN_ADIPOQ,KPYM_PERM,0.96909,1.0,0.52,1.0,0.64706,0.0101
PERM_HSPB1,TIMP-2_MMP9,AGRIN_ADIPOQ,KPYM_ADIPOQ,0.96909,1.0,0.52,1.0,0.64706,0.0101
PERM_ADIPOQ,TIMP-2_MMP9,AGRIN_HSPB1,KPYM_AGRIN,0.96909,1.0,0.56,1.0,0.66667,0.0101
ADIPOQ_HSPB1,TIMP-2_MMP9,AGRIN_PERM,KPYM_ADIPOQ,0.96909,1.0,0.56,1.0,0.66667,0.0101
MMP9_ADIPOQ,PERM_AGRIN,TIMP-2_ADIPOQ,AGRIN_ADIPOQ,0.96894,1.0,0.35714,1.0,0.56098,0.0101
MMP9_ADIPOQ,ADIPOQ_PERM,TIMP-2_ADIPOQ,AGRIN_PERM,0.96894,1.0,0.35714,1.0,0.56098,0.0101
MMP9_ADIPOQ,ADIPOQ_PERM,TIMP-2_ADIPOQ,AGRIN_ADIPOQ,0.96894,1.0,0.42857,1.0,0.58974,0.0101
MMP9_TIMP-2,PERM_ADIPOQ,TIMP-2_PERM,AGRIN_TIMP-2,0.96894,1.0,0.53571,1.0,0.63889,0.0101
MMP9_TIMP-2,PERM_ADIPOQ,TIMP-2_AGRIN,AGRIN_PERM,0.96894,1.0,0.46429,1.0,0.60526,0.0101
MMP9_AGRIN,ADIPOQ_PERM,TIMP-2_ADIPOQ,AGRIN_ADIPOQ,0.96894,1.0,0.53571,1.0,0.63889,0.0101
MMP9_PERM,ADIPOQ_MMP9,TIMP-2_MMP9,AGRIN_MMP9,0.96889,1.0,0.59259,1.0,0.69444,0.0101
MMP9_PERM,ADIPOQ_PERM,TIMP-2_MMP9,AGRIN_MMP9,0.96889,1.0,0.51852,1.0,0.65789,0.0101
MMP9_TIMP-2,HSPB1_TIMP-2,ADIPOQ_AGRIN,TIMP-2_AGRIN,0.96889,1.0,0.48148,1.0,0.64103,0.0101
MMP9_TIMP-2,PERM_AGRIN,ADIPOQ_MMP9,AGRIN_PERM,0.96889,1.0,0.59259,1.0,0.69444,0.0101
MMP9_TIMP-2,ADIPOQ_AGRIN,TIMP-2_AGRIN,AGRIN_MMP9,0.96889,1.0,0.48148,1.0,0.64103,0.0101
PERM_MMP9,ADIPOQ_PERM,TIMP-2_MMP9,AGRIN_MMP9,0.96889,1.0,0.51852,1.0,0.65789,0.0101
MMP9_HSPB1,HSPB1_MMP9,ADIPOQ_KPYM,AGRIN_TIMP-2,0.96875,1.0,0.29167,1.0,0.58537,0.0101
MMP9_TIMP-2,ADIPOQ_MMP9,TIMP-2_KPYM,AGRIN_HSPB1,0.96875,1.0,0.29167,1.0,0.58537,0.0101
MMP9_TIMP-2,ADIPOQ_TIMP-2,TIMP-2_PERM,KPYM_PERM,0.96875,1.0,0.5,1.0,0.63158,0.0101
MMP9_AGRIN,ADIPOQ_AGRIN,TIMP-2_AGRIN,KPYM_PERM,0.96875,1.0,0.42857,1.0,0.6,0.0101
MMP9_AGRIN,ADIPOQ_AGRIN,TIMP-2_AGRIN,KPYM_TIMP-2,0.96875,1.0,0.35714,1.0,0.57143,0.0101
MMP9_KPYM,HSPB1_MMP9,ADIPOQ_HSPB1,AGRIN_TIMP-2,0.96875,1.0,0.375,1.0,0.61538,0.0101
MMP9_KPYM,HSPB1_TIMP-2,ADIPOQ_HSPB1,TIMP-2_MMP9,0.96875,1.0,0.54167,1.0,0.68571,0.0101
HSPB1_MMP9,ADIPOQ_KPYM,TIMP-2_MMP9,KPYM_HSPB1,0.96875,1.0,0.54167,1.0,0.68571,0.0101
HSPB1_MMP9,ADIPOQ_KPYM,AGRIN_TIMP-2,KPYM_HSPB1,0.96875,1.0,0.29167,1.0,0.58537,0.0101
HSPB1_TIMP-2,PERM_KPYM,ADIPOQ_HSPB1,TIMP-2_MMP9,0.96875,1.0,0.58333,1.0,0.70588,0.0101
HSPB1_KPYM,ADIPOQ_HSPB1,TIMP-2_MMP9,AGRIN_HSPB1,0.96875,1.0,0.5,1.0,0.66667,0.0101
HSPB1_KPYM,ADIPOQ_PERM,TIMP-2_MMP9,AGRIN_HSPB1,0.96875,1.0,0.5,1.0,0.66667,0.0101
HSPB1_KPYM,ADIPOQ_AGRIN,TIMP-2_MMP9,AGRIN_HSPB1,0.96875,1.0,0.5,1.0,0.66667,0.0101
HSPB1_KPYM,ADIPOQ_KPYM,TIMP-2_MMP9,AGRIN_HSPB1,0.96875,1.0,0.5,1.0,0.66667,0.0101
PERM_TIMP-2,ADIPOQ_KPYM,TIMP-2_MMP9,AGRIN_HSPB1,0.96875,1.0,0.54167,1.0,0.68571,0.0101
ADIPOQ_KPYM,TIMP-2_MMP9,AGRIN_HSPB1,KPYM_PERM,0.96875,1.0,0.54167,1.0,0.68571,0.0101
MMP9_ADIPOQ,TIMP-2_MMP9,AGRIN_HSPB1,,0.9687,1.0,0.52,1.0,0.65714,0.0101
MMP9_HSPB1,PERM_ADIPOQ,TIMP-2_MMP9,AGRIN_HSPB1,0.9687,1.0,0.52,1.0,0.65714,0.0101
MMP9_HSPB1,PERM_ADIPOQ,TIMP-2_MMP9,AGRIN_ADIPOQ,0.9687,1.0,0.52,1.0,0.65714,0.0101
MMP9_HSPB1,PERM_AGRIN,TIMP-2_MMP9,AGRIN_ADIPOQ,0.9687,1.0,0.52,1.0,0.65714,0.0101
MMP9_ADIPOQ,HSPB1_MMP9,PERM_HSPB1,AGRIN_TIMP-2,0.9687,1.0,0.4,1.0,0.60526,0.0101
MMP9_ADIPOQ,HSPB1_MMP9,ADIPOQ_HSPB1,AGRIN_TIMP-2,0.9687,1.0,0.4,1.0,0.60526,0.0101
MMP9_ADIPOQ,HSPB1_MMP9,TIMP-2_HSPB1,AGRIN_TIMP-2,0.9687,1.0,0.36,1.0,0.58974,0.0101
MMP9_ADIPOQ,HSPB1_ADIPOQ,ADIPOQ_HSPB1,TIMP-2_MMP9,0.9687,1.0,0.56,1.0,0.67647,0.0101
MMP9_ADIPOQ,HSPB1_TIMP-2,PERM_HSPB1,TIMP-2_MMP9,0.9687,1.0,0.56,1.0,0.67647,0.0101
MMP9_ADIPOQ,HSPB1_TIMP-2,ADIPOQ_HSPB1,TIMP-2_MMP9,0.9687,1.0,0.56,1.0,0.67647,0.0101
MMP9_ADIPOQ,PERM_MMP9,TIMP-2_MMP9,AGRIN_HSPB1,0.9687,1.0,0.52,1.0,0.65714,0.0101
MMP9_ADIPOQ,PERM_ADIPOQ,TIMP-2_MMP9,AGRIN_HSPB1,0.9687,1.0,0.52,1.0,0.65714,0.0101
MMP9_ADIPOQ,PERM_AGRIN,TIMP-2_MMP9,AGRIN_HSPB1,0.9687,1.0,0.52,1.0,0.65714,0.0101
MMP9_ADIPOQ,ADIPOQ_HSPB1,TIMP-2_MMP9,AGRIN_HSPB1,0.9687,1.0,0.52,1.0,0.65714,0.0101
MMP9_AGRIN,PERM_ADIPOQ,TIMP-2_MMP9,AGRIN_HSPB1,0.9687,1.0,0.52,1.0,0.65714,0.0101
HSPB1_MMP9,PERM_ADIPOQ,ADIPOQ_HSPB1,TIMP-2_MMP9,0.9687,1.0,0.56,1.0,0.67647,0.0101
HSPB1_MMP9,PERM_ADIPOQ,TIMP-2_HSPB1,AGRIN_TIMP-2,0.9687,1.0,0.36,1.0,0.58974,0.0101
HSPB1_TIMP-2,PERM_ADIPOQ,ADIPOQ_HSPB1,TIMP-2_MMP9,0.9687,1.0,0.56,1.0,0.67647,0.0101
PERM_ADIPOQ,ADIPOQ_AGRIN,TIMP-2_MMP9,AGRIN_HSPB1,0.9687,1.0,0.56,1.0,0.67647,0.0101
MMP9_PERM,ADIPOQ_PERM,TIMP-2_PERM,AGRIN_PERM,0.96857,1.0,0.57143,1.0,0.67568,0.0101
MMP9_TIMP-2,PERM_AGRIN,ADIPOQ_TIMP-2,AGRIN_PERM,0.96857,1.0,0.60714,1.0,0.69444,0.0101
MMP9_TIMP-2,ADIPOQ_AGRIN,TIMP-2_AGRIN,AGRIN_TIMP-2,0.96857,1.0,0.42857,1.0,0.60976,0.0101
MMP9_TIMP-2,HSPB1_ADIPOQ,TIMP-2_KPYM,,0.96853,1.0,0.26923,1.0,0.53659,0.0101
MMP9_PERM,PERM_ADIPOQ,TIMP-2_PERM,KPYM_HSPB1,0.96853,1.0,0.5,1.0,0.62857,0.0101
MMP9_ADIPOQ,HSPB1_MMP9,TIMP-2_PERM,KPYM_PERM,0.96853,1.0,0.5,1.0,0.62857,0.0101
MMP9_ADIPOQ,HSPB1_MMP9,AGRIN_TIMP-2,KPYM_TIMP-2,0.96853,1.0,0.30769,1.0,0.55,0.0101
MMP9_ADIPOQ,HSPB1_ADIPOQ,TIMP-2_HSPB1,KPYM_TIMP-2,0.96853,1.0,0.26923,1.0,0.53659,0.0101
MMP9_ADIPOQ,HSPB1_TIMP-2,TIMP-2_ADIPOQ,KPYM_MMP9,0.96853,1.0,0.26923,1.0,0.53659,0.0101
MMP9_ADIPOQ,HSPB1_KPYM,TIMP-2_ADIPOQ,KPYM_PERM,0.96853,1.0,0.26923,1.0,0.53659,0.0101
MMP9_ADIPOQ,HSPB1_KPYM,TIMP-2_ADIPOQ,KPYM_TIMP-2,0.96853,1.0,0.30769,1.0,0.55,0.0101
MMP9_TIMP-2,HSPB1_PERM,PERM_ADIPOQ,ADIPOQ_KPYM,0.96853,1.0,0.26923,1.0,0.53659,0.0101
MMP9_TIMP-2,HSPB1_PERM,PERM_ADIPOQ,KPYM_HSPB1,0.96853,1.0,0.19231,1.0,0.51163,0.0101
MMP9_TIMP-2,HSPB1_ADIPOQ,ADIPOQ_KPYM,TIMP-2_ADIPOQ,0.96853,1.0,0.42308,1.0,0.59459,0.0101
MMP9_TIMP-2,HSPB1_ADIPOQ,TIMP-2_KPYM,AGRIN_KPYM,0.96853,1.0,0.42308,1.0,0.59459,0.0101
MMP9_TIMP-2,HSPB1_TIMP-2,PERM_ADIPOQ,TIMP-2_KPYM,0.96853,1.0,0.34615,1.0,0.5641,0.0101
MMP9_TIMP-2,HSPB1_TIMP-2,PERM_KPYM,AGRIN_ADIPOQ,0.96853,1.0,0.11538,1.0,0.48889,0.0101
MMP9_TIMP-2,HSPB1_TIMP-2,TIMP-2_ADIPOQ,KPYM_HSPB1,0.96853,1.0,0.30769,1.0,0.55,0.0101
MMP9_TIMP-2,HSPB1_TIMP-2,TIMP-2_KPYM,AGRIN_ADIPOQ,0.96853,1.0,0.30769,1.0,0.55,0.0101
MMP9_TIMP-2,HSPB1_TIMP-2,TIMP-2_KPYM,KPYM_ADIPOQ,0.96853,1.0,0.30769,1.0,0.55,0.0101
MMP9_TIMP-2,HSPB1_AGRIN,PERM_ADIPOQ,AGRIN_KPYM,0.96853,1.0,0.38462,1.0,0.57895,0.0101
MMP9_TIMP-2,HSPB1_AGRIN,AGRIN_KPYM,KPYM_ADIPOQ,0.96853,1.0,0.26923,1.0,0.53659,0.0101
MMP9_TIMP-2,HSPB1_KPYM,PERM_ADIPOQ,ADIPOQ_PERM,0.96853,1.0,0.38462,1.0,0.57895,0.0101
MMP9_TIMP-2,HSPB1_KPYM,PERM_ADIPOQ,TIMP-2_KPYM,0.96853,1.0,0.30769,1.0,0.55,0.0101
MMP9_TIMP-2,HSPB1_KPYM,TIMP-2_KPYM,KPYM_ADIPOQ,0.96853,1.0,0.26923,1.0,0.53659,0.0101
MMP9_TIMP-2,PERM_KPYM,TIMP-2_MMP9,KPYM_ADIPOQ,0.96853,1.0,0.5,1.0,0.62857,0.0101
MMP9_TIMP-2,ADIPOQ_PERM,TIMP-2_ADIPOQ,KPYM_HSPB1,0.96853,1.0,0.5,1.0,0.62857,0.0101
MMP9_KPYM,ADIPOQ_KPYM,TIMP-2_MMP9,KPYM_ADIPOQ,0.96853,1.0,0.5,1.0,0.62857,0.0101
MMP9_KPYM,TIMP-2_MMP9,AGRIN_MMP9,KPYM_ADIPOQ,0.96853,1.0,0.5,1.0,0.62857,0.0101
HSPB1_MMP9,PERM_ADIPOQ,TIMP-2_MMP9,KPYM_ADIPOQ,0.96853,1.0,0.61538,1.0,0.6875,0.0101
HSPB1_MMP9,PERM_TIMP-2,TIMP-2_MMP9,KPYM_ADIPOQ,0.96853,1.0,0.53846,1.0,0.64706,0.0101
HSPB1_MMP9,PERM_AGRIN,TIMP-2_MMP9,KPYM_ADIPOQ,0.96853,1.0,0.53846,1.0,0.64706,0.0101
HSPB1_MMP9,ADIPOQ_MMP9,TIMP-2_ADIPOQ,KPYM_TIMP-2,0.96853,1.0,0.53846,1.0,0.64706,0.0101
HSPB1_PERM,PERM_MMP9,AGRIN_ADIPOQ,KPYM_TIMP-2,0.96853,1.0,0.30769,1.0,0.55,0.0101
HSPB1_ADIPOQ,PERM_TIMP-2,TIMP-2_MMP9,KPYM_ADIPOQ,0.96853,1.0,0.53846,1.0,0.64706,0.0101
HSPB1_ADIPOQ,ADIPOQ_MMP9,TIMP-2_MMP9,KPYM_AGRIN,0.96853,1.0,0.65385,1.0,0.70968,0.0101
HSPB1_ADIPOQ,ADIPOQ_TIMP-2,TIMP-2_MMP9,KPYM_AGRIN,0.96853,1.0,0.57692,1.0,0.66667,0.0101
